Customer Id,Customer Fname,Customer Lname,Customer Email,Customer Country,Latitude,Longitude,Customer City,Customer State,Customer Street,Customer Zipcode,Customer Segment
6394,Jacqueline,Carroll,XXXXXXXXX,Puerto Rico,18.28554916,-66.37054443,Caguas,PR,1202 Clear Leaf Swale,725.0,Consumer
6395,Mary,Page,XXXXXXXXX,EE. UU.,38.98765183,-76.98097229,Hyattsville,MD,490 Sleepy Circuit,20783.0,Home Office
6396,Frank,Smith,XXXXXXXXX,Puerto Rico,18.29645157,-66.37062073,Caguas,PR,1366 Golden Crescent,725.0,Consumer
6397,Mary,Carr,XXXXXXXXX,EE. UU.,45.35498428,-122.6026993,Oregon City,OR,2280 High Hill,97045.0,Consumer
6398,Tammy,Smith,XXXXXXXXX,Puerto Rico,18.26378822,-66.37052918,Caguas,PR,7370 Sleepy Way,725.0,Consumer
6399,Mary,Jones,XXXXXXXXX,EE. UU.,41.51694489,-88.42662811,Chicago,IL,8706 Harvest Green,60638.0,Consumer
6400,Charles,Waller,XXXXXXXXX,EE. UU.,25.7787571,-80.27400208,Miami,FL,2073 Burning Trail,33126.0,Consumer
6401,Joan,Smith,XXXXXXXXX,Puerto Rico,18.22104073,-66.37059784,Caguas,PR,3680 Emerald Alley,725.0,Consumer
6402,Mary,Frazier,XXXXXXXXX,EE. UU.,40.70798492,-73.78303528,Jamaica,NY,4599 Grand Route,11432.0,Consumer
6403,Cheryl,Cochran,XXXXXXXXX,EE. UU.,37.63856506,-120.8721848,Modesto,CA,6770 Cotton Pony Stead,95355.0,Home Office
6404,Dylan,Smith,XXXXXXXXX,EE. UU.,33.83950424,-118.011467,Buena Park,CA,9130 Emerald Plaza,90620.0,Home Office
6405,Mary,Anderson,XXXXXXXXX,Puerto Rico,18.28764534,-66.3706131,Caguas,PR,9234 Green Farm,725.0,Home Office
6406,Daniel,Clark,XXXXXXXXX,EE. UU.,38.91826248,-77.03946686,Washington,DC,6292 Wishing Branch Via,20009.0,Home Office
6407,Steven,Smith,XXXXXXXXX,EE. UU.,43.18824005,-77.56706238,Rochester,NY,1575 Foggy Cape,14609.0,Home Office
6408,Kevin,Cooper,XXXXXXXXX,Puerto Rico,18.24714851,-66.3705368,Caguas,PR,5085 Iron Vale,725.0,Home Office
6409,Mary,Mclaughlin,XXXXXXXXX,EE. UU.,35.4719162,-79.22505951,Sanford,NC,3570 Burning Pony Front,27330.0,Home Office
6410,Stephanie,Smith,XXXXXXXXX,EE. UU.,43.75511169,-87.71308136,Sheboygan,WI,9009 Merry Nectar Heights,53081.0,Home Office
6411,Lauren,Boyd,XXXXXXXXX,Puerto Rico,18.2542057,-66.37063599,Caguas,PR,7247 Honey Prairie Field,725.0,Home Office
6412,Mary,Smith,XXXXXXXXX,EE. UU.,36.11117935,-115.2110291,Las Vegas,NV,6595 Old Private,89103.0,Home Office
6413,Michelle,Massey,XXXXXXXXX,Puerto Rico,18.23896599,-66.37054443,Caguas,PR,2757 Noble Lagoon End,725.0,Corporate
6414,Mary,Smith,XXXXXXXXX,Puerto Rico,18.00682068,-66.63586426,Ponce,PR,9095 Amber Pioneer Path,728.0,Corporate
6415,Terry,Carpenter,XXXXXXXXX,EE. UU.,40.68665695,-73.37553406,Lindenhurst,NY,5486 Golden Bluff Field,11757.0,Consumer
6416,Mary,Smith,XXXXXXXXX,Puerto Rico,18.27504158,-66.37062836,Caguas,PR,2915 Quaking Pathway,725.0,Home Office
6417,Helen,Gomez,XXXXXXXXX,EE. UU.,29.7805748,-95.17199707,Houston,TX,9772 Noble Prairie Quay,77015.0,Consumer
6418,Olivia,Owens,XXXXXXXXX,Puerto Rico,18.26540375,-66.37059021,Caguas,PR,5919 Thunder Lagoon Vale,725.0,Consumer
6419,Mary,Smith,XXXXXXXXX,EE. UU.,33.73786926,-118.2846069,San Pedro,CA,3108 Merry Trace,90731.0,Corporate
6420,Jacqueline,Mahoney,XXXXXXXXX,EE. UU.,35.81145477,-81.6594162,Morganton,NC,2104 Burning Mount,28655.0,Consumer
6421,Mary,Smith,XXXXXXXXX,Puerto Rico,18.28504753,-66.37059021,Caguas,PR,2515 Rocky Turnabout,725.0,Consumer
6422,Jonathan,Richmond,XXXXXXXXX,EE. UU.,34.06832504,-117.6557541,Ontario,CA,3005 Bright Maze,91762.0,Corporate
6423,Dylan,Smith,XXXXXXXXX,EE. UU.,32.75012589,-117.1374207,San Diego,CA,8153 Indian Beacon Impasse,92104.0,Consumer
6424,Mary,Juarez,XXXXXXXXX,Puerto Rico,18.28071213,-66.37050629,Caguas,PR,9053 Quaking Log Loop,725.0,Corporate
6425,Ruth,Smith,XXXXXXXXX,EE. UU.,28.57764053,-81.44708252,Orlando,FL,1056 Cotton Run,32808.0,Home Office
6426,Mary,Wade,XXXXXXXXX,Puerto Rico,18.27972794,-66.37050629,Caguas,PR,3332 High Wharf,725.0,Home Office
6427,Nicholas,Strickland,XXXXXXXXX,EE. UU.,40.70845795,-74.25527954,Union,NJ,8824 Noble View Valley,7083.0,Home Office
6428,Mary,Smith,XXXXXXXXX,Puerto Rico,18.24738884,-66.37057495,Caguas,PR,3567 Heather Knoll,725.0,Consumer
6429,Brian,Wilson,XXXXXXXXX,EE. UU.,41.79980087,-87.58843994,Chicago,IL,8772 Silent Expressway,60615.0,Consumer
6430,Mary,Jackson,XXXXXXXXX,Puerto Rico,18.2788372,-66.3706131,Caguas,PR,3151 Quaking Grove,725.0,Consumer
6431,Richard,Smith,XXXXXXXXX,EE. UU.,33.8711319,-117.8721771,Placentia,CA,6280 Cozy Embers Island,92870.0,Consumer
6432,Phillip,Maldonado,XXXXXXXXX,Puerto Rico,18.24417114,-66.37055969,Caguas,PR,7786 Harvest Bank,725.0,Consumer
6433,Mary,Smith,XXXXXXXXX,EE. UU.,40.73097992,-74.22322846,Irvington,NJ,1221 Cinder Pines,7111.0,Corporate
6434,Rebecca,Carter,XXXXXXXXX,Puerto Rico,18.21529388,-66.37060547,Caguas,PR,5259 Easy Timber Townline,725.0,Consumer
6435,Judy,Smith,XXXXXXXXX,EE. UU.,36.68344116,-121.6128922,Salinas,CA,8944 Sleepy Willow Vista,93905.0,Consumer
6436,Mary,Payne,XXXXXXXXX,EE. UU.,32.87014008,-96.75692749,Dallas,TX,1082 Rustic Rabbit Street,75231.0,Corporate
6437,Sara,Duarte,XXXXXXXXX,Puerto Rico,18.21940804,-66.37057495,Caguas,PR,245 Hazy Dale,725.0,Corporate
6438,Peter,Smith,XXXXXXXXX,EE. UU.,39.28839493,-84.3508606,Cincinnati,OH,7796 Thunder Forest Villas,45238.0,Consumer
6439,Mary,Booth,XXXXXXXXX,EE. UU.,34.72217178,-80.76907349,Lancaster,SC,6371 Umber Shadow Heights,29720.0,Corporate
6440,Jessica,Smith,XXXXXXXXX,Puerto Rico,18.2932415,-66.37054443,Caguas,PR,6829 Cozy River Landing,725.0,Consumer
6441,Mary,Harris,XXXXXXXXX,EE. UU.,30.0085144,-90.1476059,Metairie,LA,3261 Heather Estates,70003.0,Consumer
6442,Amanda,Kelly,XXXXXXXXX,Puerto Rico,18.2197361,-66.37062073,Caguas,PR,7257 Thunder Quail Maze,725.0,Consumer
6443,Mary,Salazar,XXXXXXXXX,EE. UU.,33.41519928,-111.9199905,Tempe,AZ,445 Hazy Lake Hill,85281.0,Consumer
6444,John,Smith,XXXXXXXXX,Puerto Rico,18.24445725,-66.37059784,Caguas,PR,6157 Quaking Extension,725.0,Consumer
6445,Emma,Tucker,XXXXXXXXX,EE. UU.,41.3469696,-81.82631683,Strongsville,OH,5198 Colonial Loop,44136.0,Home Office
6446,Mary,Smith,XXXXXXXXX,Puerto Rico,18.24231911,-66.37060547,Caguas,PR,153 Merry Loop,725.0,Corporate
6447,Helen,Mitchell,XXXXXXXXX,EE. UU.,42.24145126,-88.27947235,Crystal Lake,IL,8324 Little Common,60014.0,Consumer
6448,Mary,Lawrence,XXXXXXXXX,Puerto Rico,18.2444706,-66.37055969,Caguas,PR,4839 Velvet Place,725.0,Corporate
6449,Daniel,Padilla,XXXXXXXXX,EE. UU.,33.87208557,-117.5922241,Corona,CA,3621 Indian Centre,92882.0,Consumer
6450,Mary,Smith,XXXXXXXXX,EE. UU.,36.78148651,-119.7815475,Fresno,CA,3403 Misty Landing,93727.0,Consumer
6451,Martha,Bradley,XXXXXXXXX,EE. UU.,35.58187485,-77.37554932,Greenville,NC,398 Harvest Mews,27858.0,Consumer
6452,Tiffany,Smith,XXXXXXXXX,Puerto Rico,18.22434998,-66.3706131,Caguas,PR,8546 Foggy Forest Stead,725.0,Consumer
6453,Mary,Crane,XXXXXXXXX,EE. UU.,40.65370178,-73.9441452,Brooklyn,NY,806 Golden Turnabout,11209.0,Corporate
6454,Kathleen,Smith,XXXXXXXXX,EE. UU.,35.06517029,-106.6699524,Albuquerque,NM,2887 Gentle Island Highway,87105.0,Corporate
6455,Ethan,Brown,XXXXXXXXX,Puerto Rico,18.23471832,-66.3706131,Caguas,PR,4028 Rustic Point,725.0,Consumer
6456,Mary,Richardson,XXXXXXXXX,EE. UU.,36.06234741,-115.1721954,Las Vegas,NV,6908 Middle Green,89119.0,Consumer
6457,Dorothy,Coleman,XXXXXXXXX,EE. UU.,40.74726105,-74.04908752,Jersey City,NJ,2161 Emerald Beach,7307.0,Consumer
6458,Jonathan,Franco,XXXXXXXXX,EE. UU.,39.95420075,-82.8127594,Reynoldsburg,OH,437 Sleepy Spring Beach,43068.0,Consumer
6459,Vincent,Valenzuela,XXXXXXXXX,Puerto Rico,18.29654884,-66.37052918,Caguas,PR,8187 Fallen Embers Mall ,725.0,Home Office
6460,Mary,Smith,XXXXXXXXX,EE. UU.,35.8787117,-81.79481506,Morganton,NC,7184 Broad Hickory Dell,28655.0,Home Office
6461,Patricia,Delgado,XXXXXXXXX,EE. UU.,45.01254654,-123.0796127,Salem,OR,5403 Sunny Island Row,97303.0,Consumer
6462,Ethan,Villanueva,XXXXXXXXX,EE. UU.,39.64605331,-86.11961365,Indianapolis,IN,4922 Red Apple Parade,46227.0,Consumer
6463,Mary,Smith,XXXXXXXXX,EE. UU.,33.0895195,-117.2552032,Carlsbad,CA,6699 Iron Deer Estates,92009.0,Consumer
6464,Wayne,Mahoney,XXXXXXXXX,Puerto Rico,18.21441269,-66.37052155,Caguas,PR,2515 Rocky Turnabout,725.0,Consumer
6465,Mary,Smith,XXXXXXXXX,EE. UU.,40.67998123,-73.4734726,Massapequa,NY,2544 Burning Sky Key,11758.0,Consumer
6466,Susan,Meyer,XXXXXXXXX,Puerto Rico,18.21478081,-66.37056732,Caguas,PR,3662 Middle Willow Promenade,725.0,Consumer
6467,Mary,Stokes,XXXXXXXXX,EE. UU.,32.15084076,-111.0030136,Tucson,AZ,1510 Burning Creek Heath,85746.0,Consumer
6468,William,Smith,XXXXXXXXX,Puerto Rico,18.24876213,-66.37051392,Caguas,PR,8417 Noble Expressway,725.0,Consumer
6469,Mary,Luna,XXXXXXXXX,EE. UU.,40.66480255,-74.11959076,Bayonne,NJ,4103 Rocky View Harbour,7002.0,Consumer
6470,Douglas,Smith,XXXXXXXXX,EE. UU.,42.41878891,-70.98806763,Revere,MA,4502 Sunny Inlet,2151.0,Consumer
6471,Mary,Day,XXXXXXXXX,Puerto Rico,18.21303558,-66.37055969,Caguas,PR,6040 Sleepy Plaza,725.0,Consumer
6472,Albert,Smith,XXXXXXXXX,EE. UU.,21.41267014,-157.997879,Waipahu,HI,9761 Quaking Acres,96797.0,Consumer
6473,Mary,Castillo,XXXXXXXXX,EE. UU.,33.78982544,-118.1819992,Long Beach,CA,870 Amber Quail Circuit,90806.0,Consumer
6474,Madison,Smith,XXXXXXXXX,Puerto Rico,18.2021637,-66.37052918,Caguas,PR,9190 Dusty Limits,725.0,Corporate
6475,Mary,Bullock,XXXXXXXXX,EE. UU.,41.89603043,-87.65142059,Chicago,IL,941 Umber Pond Autoroute,60647.0,Home Office
6476,Julie,Smith,XXXXXXXXX,EE. UU.,38.90260315,-76.98190308,Washington,DC,8361 Misty Subdivision,20002.0,Consumer
6477,Jerry,Booker,XXXXXXXXX,Puerto Rico,18.24821472,-66.37055206,Caguas,PR,2330 Green Concession,725.0,Consumer
6478,Mary,Smith,XXXXXXXXX,EE. UU.,40.85889053,-73.93106842,New York,NY,7958 Thunder Apple Street,10040.0,Consumer
6479,Paul,Jackson,XXXXXXXXX,Puerto Rico,18.28607559,-66.37056732,Caguas,PR,5434 Middle Range,725.0,Consumer
6480,Ryan,Austin,XXXXXXXXX,EE. UU.,32.63767242,-117.0667648,Chula Vista,CA,6580 Tawny Embers Chase,91910.0,Corporate
6481,Joe,Smith,XXXXXXXXX,Puerto Rico,18.11234093,-66.16580963,Cayey,PR,6566 Lost Fox Carrefour,736.0,Consumer
6482,Mary,Sellers,XXXXXXXXX,Puerto Rico,18.24152756,-66.37063599,Caguas,PR,6191 Old Drive,725.0,Consumer
6483,Mary,Smith,XXXXXXXXX,EE. UU.,39.29849625,-76.51654816,Baltimore,MD,7894 Colonial Knoll,21224.0,Consumer
6484,George,Jordan,XXXXXXXXX,Puerto Rico,18.29395866,-66.37052918,Caguas,PR,8734 Dewy Expressway,725.0,Consumer
6485,Carolyn,Sheppard,XXXXXXXXX,EE. UU.,26.23789978,-80.22627258,Pompano Beach,FL,6026 Stony Elk Hill,33063.0,Consumer
6486,Mary,Smith,XXXXXXXXX,EE. UU.,39.69681549,-104.8411789,Aurora,CO,8837 Cotton Panda Terrace,80012.0,Consumer
6487,Stephen,Salinas,XXXXXXXXX,Puerto Rico,18.22804642,-66.3705368,Caguas,PR,3155 Burning Grove,725.0,Consumer
6488,Mary,Smith,XXXXXXXXX,EE. UU.,41.67665863,-72.94724274,Bristol,CT,2042 Heather Trace,6010.0,Consumer
6489,Maria,Macdonald,XXXXXXXXX,Puerto Rico,18.25518417,-66.3706131,Caguas,PR,19 Clear Autumn Estates,725.0,Home Office
6490,Ann,Smith,XXXXXXXXX,EE. UU.,40.62195587,-111.9332733,West Jordan,UT,9938 Noble Woods,84084.0,Home Office
6491,Bruce,Cruz,XXXXXXXXX,Puerto Rico,18.22026825,-66.37062836,Caguas,PR,3169 Little Subdivision,725.0,Home Office
6492,Bryan,Smith,XXXXXXXXX,EE. UU.,40.3957901,-111.5488815,Provo,UT,9993 Easy Private,84604.0,Corporate
6493,Mary,Best,XXXXXXXXX,Puerto Rico,18.23876762,-66.37054443,Caguas,PR,4896 Green Cider Park,725.0,Corporate
6494,Brittany,Smith,XXXXXXXXX,Puerto Rico,18.46923065,-66.727211,Arecibo,PR,3006 Dusty Apple Range,612.0,Corporate
6495,Mary,Russell,XXXXXXXXX,EE. UU.,34.16575623,-117.2786484,San Bernardino,CA,4075 Silver Hills Heights,92410.0,Corporate
6496,Rose,Smith,XXXXXXXXX,Puerto Rico,18.29485703,-66.3705368,Caguas,PR,8013 Wishing Freeway,725.0,Home Office
6497,Mary,Lee,XXXXXXXXX,Puerto Rico,18.44935989,-67.15180206,Aguadilla,PR,7381 Green Autoroute,603.0,Home Office
6498,William,Smith,XXXXXXXXX,Puerto Rico,18.22842217,-66.37060547,Caguas,PR,2301 Velvet Berry Meadow,725.0,Home Office
6499,Ashley,Peterson,XXXXXXXXX,EE. UU.,39.68975067,-105.0245895,Denver,CO,4895 Lost Swale,80219.0,Home Office
6500,Joyce,Leblanc,XXXXXXXXX,EE. UU.,32.7651329,-96.5814209,Mesquite,TX,1411 Little Impasse,75149.0,Consumer
6501,Mary,Smith,XXXXXXXXX,EE. UU.,39.31881714,-84.49595642,Fairfield,OH,6727 Hazy Isle,45014.0,Consumer
6502,Linda,Trujillo,XXXXXXXXX,Puerto Rico,18.29532623,-66.37058258,Caguas,PR,1966 Clear Isle,725.0,Home Office
6503,Heather,Smith,XXXXXXXXX,EE. UU.,33.67670822,-117.9219055,Costa Mesa,CA,395 Hazy Branch Mews,92626.0,Corporate
6504,Mary,Herman,XXXXXXXXX,EE. UU.,30.35342217,-81.51309204,Jacksonville,FL,5078 Foggy Panda Highlands,32225.0,Corporate
6505,Margaret,Smith,XXXXXXXXX,Puerto Rico,18.20982552,-66.37052155,Caguas,PR,6517 Hazy Wagon  Walk,725.0,Corporate
6506,Anna,Bailey,XXXXXXXXX,EE. UU.,40.60237885,-73.95497131,Brooklyn,NY,1773 Amber Walk,11229.0,Consumer
6507,Nicholas,Snyder,XXXXXXXXX,Puerto Rico,18.2010746,-66.37060547,Caguas,PR,3257 Quiet Anchor Link,725.0,Consumer
6508,Philip,Smith,XXXXXXXXX,EE. UU.,39.32382965,-84.46369171,Hamilton,OH,9406 Fallen Grove Pathway,45011.0,Corporate
6509,Mary,Cox,XXXXXXXXX,Puerto Rico,18.23699379,-66.37062073,Caguas,PR,9843 Indian Passage,725.0,Corporate
6510,Karen,Smith,XXXXXXXXX,EE. UU.,39.65353012,-78.76384735,Cumberland,MD,3915 Silver Forest Vale,21502.0,Corporate
6511,Nancy,Young,XXXXXXXXX,Puerto Rico,18.20622444,-66.37054443,Caguas,PR,5865 Colonial Glen,725.0,Corporate
6512,Rachel,Burke,XXXXXXXXX,EE. UU.,26.20279694,-98.30093384,Mission,TX,612 Wishing Grove Field,78572.0,Corporate
6513,Mary,Smith,XXXXXXXXX,EE. UU.,29.58597183,-95.62651825,Sugar Land,TX,6764 Quaking Berry Corners,77479.0,Consumer
6514,Crystal,Contreras,XXXXXXXXX,EE. UU.,28.10211754,-82.51211548,Tampa,FL,4436 Tawny Private,33624.0,Consumer
6515,Mary,Smith,XXXXXXXXX,Puerto Rico,18.28193092,-66.37054443,Caguas,PR,5103 Broad Autumn Quay,725.0,Corporate
6516,Angela,Smith,XXXXXXXXX,EE. UU.,32.2661171,-106.7867279,Las Cruces,NM,3312 Sleepy Lake Parade,88005.0,Consumer
6517,Amber,Sheppard,XXXXXXXXX,Puerto Rico,18.20879936,-66.37049866,Caguas,PR,2963 Indian Elk Pathway,725.0,Consumer
6518,Mary,Smith,XXXXXXXXX,EE. UU.,42.51310349,-83.0218277,Warren,MI,9070 Quaking Gate,48093.0,Consumer
6519,Mary,Myers,XXXXXXXXX,Puerto Rico,18.23137283,-66.37058258,Caguas,PR,6574 Jagged Hickory Rise,725.0,Consumer
6520,Judy,Foster,XXXXXXXXX,EE. UU.,37.69598389,-122.4800415,Daly City,CA,9650 Foggy Nectar Heath,94015.0,Consumer
6521,Mary,Hanson,XXXXXXXXX,EE. UU.,39.33096314,-82.97971344,Chillicothe,OH,2647 Emerald Mall ,45601.0,Consumer
6523,Mary,Smith,XXXXXXXXX,Puerto Rico,18.28301239,-66.37054443,Caguas,PR,8094 Broad Dale,725.0,Consumer
6524,Megan,Brown,XXXXXXXXX,EE. UU.,40.83815384,-73.87194824,Bronx,NY,1595 Velvet Gate Island,10458.0,Consumer
6525,Mary,Taylor,XXXXXXXXX,EE. UU.,32.71385574,-117.1392975,San Diego,CA,7713 Colonial Estates,92102.0,Consumer
6526,Amanda,Campbell,XXXXXXXXX,Puerto Rico,18.25287437,-66.3705368,Caguas,PR,762 Old Estates,725.0,Consumer
6527,Andrea,Woods,XXXXXXXXX,EE. UU.,37.33271027,-121.8783722,San Jose,CA,8707 Harvest Knoll,95112.0,Consumer
6528,Mary,Ho,XXXXXXXXX,EE. UU.,33.98109818,-118.2477722,Compton,CA,6471 Gentle Bank,90220.0,Consumer
6529,Aaron,Smith,XXXXXXXXX,Puerto Rico,18.23189735,-66.3706131,Caguas,PR,9439 Sleepy Pony Concession,725.0,Consumer
6530,Mary,Elliott,XXXXXXXXX,EE. UU.,41.69280624,-87.61715698,Chicago,IL,7427 Bright Robin Landing,60628.0,Consumer
6531,Sara,Smith,XXXXXXXXX,EE. UU.,33.1467514,-117.1695328,San Marcos,CA,8249 Misty End,92069.0,Consumer
6532,Mary,Dixon,XXXXXXXXX,EE. UU.,33.64781952,-112.0518799,Phoenix,AZ,4429 Velvet Robin Centre,85022.0,Consumer
6533,Patrick,Morse,XXXXXXXXX,Puerto Rico,18.22387123,-66.37052155,Caguas,PR,5407 Umber Cider Quay,725.0,Home Office
6534,Mary,Smith,XXXXXXXXX,EE. UU.,40.80009842,-81.51615143,Massillon,OH,9615 Jagged Downs,44646.0,Consumer
6535,Brittany,Cummings,XXXXXXXXX,Puerto Rico,18.29764938,-66.37052155,Caguas,PR,5877 Honey Close,725.0,Consumer
6536,Mary,Smith,XXXXXXXXX,EE. UU.,37.71640396,-122.4407883,San Francisco,CA,2765 Velvet Branch Woods,94112.0,Consumer
6537,Susan,Lopez,XXXXXXXXX,EE. UU.,33.62104797,-117.6759186,Mission Viejo,CA,4417 Dusty Elk Cape,92691.0,Corporate
6538,Mark,Edwards,XXXXXXXXX,EE. UU.,21.4479599,-158.016037,Mililani,HI,3931 Green Concession,96789.0,Corporate
6539,Mary,Smith,XXXXXXXXX,Puerto Rico,18.20065689,-66.37049866,Caguas,PR,8267 Silent Lagoon Front,725.0,Consumer
6540,John,Pruitt,XXXXXXXXX,EE. UU.,33.60445786,-111.9907379,Phoenix,AZ,5263 Middle Road,85032.0,Consumer
6541,Susan,Smith,XXXXXXXXX,EE. UU.,40.78289795,-73.24446106,Brentwood,NY,10 Tawny Brook Canyon,11717.0,Consumer
6542,Cynthia,Moran,XXXXXXXXX,EE. UU.,28.63298988,-81.45418549,Apopka,FL,9297 Easy Wood,32703.0,Consumer
6543,Alexander,Smith,XXXXXXXXX,Puerto Rico,18.27920532,-66.37055206,Caguas,PR,7958 Thunder Apple Street,725.0,Consumer
6544,Mary,Joyce,XXXXXXXXX,EE. UU.,40.56959915,-89.64508057,Pekin,IL,9113 Grand Hills Parade,61554.0,Consumer
6545,Jennifer,Smith,XXXXXXXXX,Puerto Rico,18.2067318,-66.37050629,Caguas,PR,1063 Green Estates,725.0,Consumer
6546,Mary,Ward,XXXXXXXXX,EE. UU.,42.77295685,-84.43538666,East Lansing,MI,454 Lazy Branch Falls,48823.0,Consumer
6547,Melissa,Smith,XXXXXXXXX,Puerto Rico,18.28875351,-66.3706131,Caguas,PR,8187 Foggy Centre,725.0,Consumer
6548,Mary,Parker,XXXXXXXXX,EE. UU.,32.95711899,-117.106163,San Diego,CA,7885 Tawny Turnabout,92129.0,Consumer
6549,Megan,Perkins,XXXXXXXXX,Puerto Rico,18.23578644,-66.37062836,Caguas,PR,9468 Quaking Green,725.0,Consumer
6550,Tammy,Smith,XXXXXXXXX,EE. UU.,40.66978836,-73.93567658,Brooklyn,NY,4864 Stony Street,11213.0,Consumer
6551,Mary,Hayes,XXXXXXXXX,EE. UU.,36.72145081,-119.8126373,Fresno,CA,9 Golden Court,93702.0,Consumer
6552,Brenda,Smith,XXXXXXXXX,Puerto Rico,18.27810288,-66.3706131,Caguas,PR,9684 Sunny Quail Villas,725.0,Consumer
6553,Larry,House,XXXXXXXXX,EE. UU.,42.365345,-87.83589935,Waukegan,IL,6197 Clear Close,60085.0,Corporate
6554,Mary,Smith,XXXXXXXXX,EE. UU.,34.07833099,-117.7349777,Pomona,CA,3909 Stony Falls,91767.0,Corporate
6555,Jessica,Baldwin,XXXXXXXXX,Puerto Rico,18.25502396,-66.37062836,Caguas,PR,9741 Honey Goose Landing,725.0,Home Office
6556,Mary,Smith,XXXXXXXXX,EE. UU.,34.09395981,-117.4498901,Fontana,CA,8734 Wishing Range,92335.0,Home Office
6557,Margaret,Hess,XXXXXXXXX,EE. UU.,33.41519928,-111.9199905,Tempe,AZ,4927 Rocky Jetty,85281.0,Corporate
6558,Ethan,Smith,XXXXXXXXX,Puerto Rico,18.23391914,-66.3706131,Caguas,PR,724 Silver Vale,725.0,Corporate
6559,Mary,Dyer,XXXXXXXXX,Puerto Rico,18.33710861,-66.99221802,San Sebastian,PR,9193 High Log Boulevard,685.0,Corporate
6560,Melissa,Smith,XXXXXXXXX,Puerto Rico,18.28826523,-66.3706131,Caguas,PR,1577 Honey Jetty,725.0,Corporate
6561,Jane,Day,XXXXXXXXX,EE. UU.,26.140728,-97.66805267,San Benito,TX,6197 Clear Close,78586.0,Corporate
6562,Mary,Smith,XXXXXXXXX,Puerto Rico,18.23302841,-66.3706131,Caguas,PR,259 Green Link,725.0,Consumer
6563,Kathy,Thomas,XXXXXXXXX,EE. UU.,29.77441025,-95.74694824,Katy,TX,4945 Thunder Quail Downs,77450.0,Consumer
6564,Mary,Thornton,XXXXXXXXX,Puerto Rico,18.23129463,-66.37056732,Caguas,PR,469 Crystal Anchor Mountain,725.0,Corporate
6565,James,Smith,XXXXXXXXX,EE. UU.,33.86013031,-84.68437958,Powder Springs,GA,6270 Broad Downs,30127.0,Home Office
6566,David,Beck,XXXXXXXXX,Puerto Rico,18.2454567,-66.3705368,Caguas,PR,3741 Green Parade,725.0,Corporate
6567,Jeffrey,Smith,XXXXXXXXX,EE. UU.,34.15697479,-117.4821548,Fontana,CA,6401 Shady Embers Farms,92336.0,Consumer
6568,Mary,Wilson,XXXXXXXXX,EE. UU.,41.52939987,-88.13760376,Joliet,IL,7489 Silent Beach,60435.0,Consumer
6569,Samantha,Allen,XXXXXXXXX,Puerto Rico,18.24183273,-66.37062836,Caguas,PR,6980 Amber Terrace,725.0,Consumer
6570,Mary,Smith,XXXXXXXXX,EE. UU.,41.6532898,-81.3658371,Mentor,OH,1491 Little Robin Way,44060.0,Consumer
6571,Brenda,Gonzalez,XXXXXXXXX,EE. UU.,39.26262665,-76.52140808,Dundalk,MD,9183 Emerald Cider Cove,21222.0,Consumer
6572,Mary,Barrett,XXXXXXXXX,Puerto Rico,18.20487404,-66.37057495,Caguas,PR,8328 Sleepy Court,725.0,Consumer
6573,Joseph,Noble,XXXXXXXXX,EE. UU.,42.06258011,-71.01766205,Brockton,MA,5468 Pleasant Thicket,2301.0,Home Office
6574,Mary,Smith,XXXXXXXXX,EE. UU.,40.09635925,-74.21524048,Lakewood,NJ,4546 Golden Hills Ridge,8701.0,Corporate
6575,Sarah,Sullivan,XXXXXXXXX,EE. UU.,26.21472931,-80.23004913,Pompano Beach,FL,6791 Colonial Nook,33068.0,Consumer
6576,Emma,Smith,XXXXXXXXX,Puerto Rico,18.20126724,-66.37060547,Caguas,PR,2503 Colonial Circuit,725.0,Consumer
6577,Mary,Kaufman,XXXXXXXXX,EE. UU.,38.40554047,-77.32126617,Stafford,VA,1165 Quiet Inlet,22554.0,Consumer
6578,Roger,Smith,XXXXXXXXX,EE. UU.,27.5074501,-99.49236298,Laredo,TX,445 Dusty Branch Byway,78040.0,Consumer
6579,Mary,Long,XXXXXXXXX,Puerto Rico,18.22105789,-66.37059021,Caguas,PR,676 Fallen Swale,725.0,Consumer
6580,Anthony,Dorsey,XXXXXXXXX,EE. UU.,33.41519928,-111.9199905,Tempe,AZ,153 Lost Estates,85281.0,Consumer
6581,Christian,Smith,XXXXXXXXX,EE. UU.,36.91083145,-76.12958527,Virginia Beach,VA,8609 Golden Pathway,23455.0,Consumer
6582,Mary,Williams,XXXXXXXXX,Puerto Rico,18.26634216,-66.37062836,Caguas,PR,6141 Clear Fox Vista,725.0,Consumer
6583,Heather,Ibarra,XXXXXXXXX,EE. UU.,41.49992752,-90.51541138,Moline,IL,8460 Middle Autumn Loop,61265.0,Consumer
6584,Mary,Smith,XXXXXXXXX,Puerto Rico,18.2094841,-66.37062073,Caguas,PR,153 Velvet Diversion,725.0,Consumer
6585,Andrew,Turner,XXXXXXXXX,EE. UU.,32.95711899,-117.106163,San Diego,CA,5913 Cinder Landing,92129.0,Consumer
6586,Mary,Bell,XXXXXXXXX,Puerto Rico,18.2259388,-66.37060547,Caguas,PR,7422 Silent Loop,725.0,Consumer
6587,Heather,Henson,XXXXXXXXX,EE. UU.,40.04209137,-76.29911041,Lancaster,PA,6724 Crystal Dale,17602.0,Consumer
